epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
361,19243.5,0.38746,0.25608,0.85036,0.98091,0.99695,0.99447,0.94938,0.33592,0.18713,0.81942,7.7826e-05,7.7826e-05,7.7826e-05
362,19295.8,0.37683,0.25603,0.8503,0.98251,0.9933,0.99444,0.95016,0.3405,0.19014,0.81892,7.60589e-05,7.60589e-05,7.60589e-05
363,19347.9,0.37842,0.25568,0.84515,0.98289,0.99329,0.99459,0.95186,0.34289,0.18944,0.81972,7.42917e-05,7.42917e-05,7.42917e-05
364,19400.3,0.36347,0.23644,0.84016,0.9826,0.99611,0.99462,0.9501,0.34562,0.18768,0.82098,7.25246e-05,7.25246e-05,7.25246e-05
365,19452.5,0.36382,0.23636,0.84364,0.98321,0.99427,0.99462,0.94418,0.35353,0.18982,0.824,7.07574e-05,7.07574e-05,7.07574e-05
366,19504.7,0.36625,0.24393,0.8406,0.98326,0.99122,0.99465,0.94921,0.3453,0.18815,0.82235,6.89903e-05,6.89903e-05,6.89903e-05
367,19556.1,0.3638,0.24463,0.84239,0.98289,0.99117,0.99456,0.94717,0.34027,0.18682,0.82015,6.72231e-05,6.72231e-05,6.72231e-05
368,19608.2,0.37747,0.26686,0.85286,0.98167,0.99695,0.99453,0.94447,0.34536,0.19278,0.82122,6.5456e-05,6.5456e-05,6.5456e-05
369,19660.6,0.36785,0.23521,0.83675,0.98287,0.99695,0.99459,0.94418,0.34484,0.19028,0.82131,6.36888e-05,6.36888e-05,6.36888e-05
370,19713.3,0.37178,0.24051,0.85245,0.98078,0.99631,0.99468,0.94601,0.34206,0.18515,0.82136,6.19217e-05,6.19217e-05,6.19217e-05
371,19765.7,0.37014,0.24344,0.85001,0.98597,0.99085,0.99484,0.94452,0.36094,0.19138,0.8275,6.01545e-05,6.01545e-05,6.01545e-05
372,19817.5,0.37879,0.25205,0.85508,0.98052,0.99626,0.99478,0.94518,0.35763,0.19028,0.82717,5.83873e-05,5.83873e-05,5.83873e-05
373,19870.1,0.37631,0.25706,0.85153,0.98319,0.9975,0.99456,0.94555,0.35719,0.19197,0.82653,5.66202e-05,5.66202e-05,5.66202e-05
374,19923.3,0.37105,0.24341,0.85013,0.98162,0.99751,0.99465,0.94625,0.35273,0.18668,0.82533,5.48531e-05,5.48531e-05,5.48531e-05
375,19976,0.36831,0.26964,0.84274,0.98027,0.9964,0.99468,0.94464,0.35175,0.18486,0.82469,5.30859e-05,5.30859e-05,5.30859e-05
376,20028.4,0.36628,0.23972,0.8428,0.9802,0.99622,0.99465,0.95239,0.33267,0.18189,0.8208,5.13187e-05,5.13187e-05,5.13187e-05
377,20081.4,0.36614,0.23263,0.84132,0.98102,0.99644,0.99459,0.95051,0.3268,0.18273,0.8181,4.95516e-05,4.95516e-05,4.95516e-05
378,20134,0.37358,0.24647,0.85822,0.98092,0.99633,0.99462,0.94594,0.33439,0.1854,0.8205,4.77844e-05,4.77844e-05,4.77844e-05
379,20186.7,0.37422,0.23105,0.84645,0.97954,0.99626,0.99471,0.94685,0.33472,0.18502,0.82113,4.60173e-05,4.60173e-05,4.60173e-05
380,20239.3,0.36187,0.25304,0.84586,0.98513,0.99085,0.99484,0.95414,0.32864,0.18564,0.81894,4.42501e-05,4.42501e-05,4.42501e-05
381,20291.9,0.35853,0.25703,0.83458,0.986,0.99085,0.99484,0.95348,0.33028,0.18359,0.81979,4.2483e-05,4.2483e-05,4.2483e-05
382,20344.3,0.35764,0.25189,0.83856,0.9859,0.99085,0.99471,0.94982,0.33603,0.18597,0.82109,4.07158e-05,4.07158e-05,4.07158e-05
383,20396.3,0.36349,0.23904,0.83013,0.97984,0.99629,0.99478,0.9546,0.32961,0.1851,0.81929,3.89487e-05,3.89487e-05,3.89487e-05
384,20448,0.37987,0.25438,0.851,0.987,0.99085,0.9949,0.95258,0.33952,0.18459,0.82159,3.71815e-05,3.71815e-05,3.71815e-05
385,20500.1,0.3602,0.22703,0.83646,0.98794,0.99085,0.9949,0.95127,0.33557,0.18499,0.82041,3.54144e-05,3.54144e-05,3.54144e-05
386,20552.5,0.37102,0.24935,0.85386,0.98763,0.98984,0.9949,0.95154,0.3364,0.18274,0.8209,3.36472e-05,3.36472e-05,3.36472e-05
387,20604.7,0.36972,0.24101,0.83694,0.97908,0.99943,0.9949,0.95033,0.3378,0.18162,0.82133,3.18801e-05,3.18801e-05,3.18801e-05
388,20657.3,0.36246,0.23671,0.84566,0.97887,0.99942,0.99497,0.94938,0.34186,0.18307,0.82277,3.01129e-05,3.01129e-05,3.01129e-05
389,20709.7,0.36859,0.24357,0.84554,0.97984,0.99752,0.99497,0.95826,0.32385,0.17893,0.81799,2.83458e-05,2.83458e-05,2.83458e-05
390,20762.2,0.3564,0.23243,0.83562,0.97985,0.99695,0.99497,0.95197,0.33526,0.1808,0.82007,2.65786e-05,2.65786e-05,2.65786e-05
391,20815.2,0.31553,0.20366,0.83086,0.97945,0.99657,0.99497,0.94667,0.33794,0.18515,0.8201,2.48115e-05,2.48115e-05,2.48115e-05
392,20868.1,0.31723,0.19612,0.83028,0.985,0.99085,0.99497,0.94582,0.33447,0.18552,0.81909,2.30443e-05,2.30443e-05,2.30443e-05
393,20920.4,0.31195,0.19627,0.82131,0.98464,0.99085,0.99497,0.94809,0.33327,0.18294,0.81867,2.12772e-05,2.12772e-05,2.12772e-05
394,20972.4,0.31347,0.19714,0.83513,0.98481,0.99085,0.9949,0.95149,0.32941,0.18226,0.8175,1.951e-05,1.951e-05,1.951e-05
395,21025.1,0.3212,0.19728,0.82991,0.98498,0.99085,0.99497,0.95109,0.32819,0.18178,0.81741,1.77429e-05,1.77429e-05,1.77429e-05
396,21077,0.31356,0.19551,0.82251,0.98536,0.99085,0.99497,0.95606,0.33313,0.18125,0.81909,1.59757e-05,1.59757e-05,1.59757e-05
397,21129.1,0.3191,0.19253,0.82812,0.98614,0.99085,0.9949,0.9549,0.33237,0.18115,0.81879,1.42086e-05,1.42086e-05,1.42086e-05
398,21181.1,0.31652,0.19335,0.82756,0.98658,0.99023,0.9949,0.95387,0.33221,0.1821,0.81887,1.24414e-05,1.24414e-05,1.24414e-05
399,21233.8,0.31129,0.18769,0.83413,0.98665,0.99022,0.9949,0.95452,0.32949,0.18146,0.81813,1.06743e-05,1.06743e-05,1.06743e-05
400,21286.7,0.30969,0.18459,0.8231,0.98672,0.9902,0.9949,0.95622,0.32737,0.18291,0.8177,8.90715e-06,8.90715e-06,8.90715e-06
